AllowedLocations,AmmoID,BattleValue,BonusValueA,BonusValueB,Capacity,ComponentSubType,ComponentTags.items,ComponentTags.tagSetSourceFile,ComponentType,CriticalComponent,Custom.BonusDescriptions,Custom.Category,Custom.Flags,Custom.InventorySorter,Description.Cost,Description.Details,Description.Icon,Description.Id,Description.Manufacturer,Description.Model,Description.Name,Description.Purchasable,Description.Rarity,Description.UIName,DisallowedLocations,InventorySize,PrefabIdentifier,Tonnage,statusEffects,Custom.ComponentExplosion,Custom.Lootable,Custom.VolatileAmmo,Custom.TRGBColor,CanExplode,Custom.ColorChangeRule,Custom.RequiredCategory,Custom.Tag
All,Ammunition_LRM_Sensors,0,,,120,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""LRMDamage: -90%"",""SensorMines: 2"",""SensorRadius: 6"",""SensorChance: 75%"",""RemoteSensorPower: 1"",""RemoteSensorLRM"",""NoAA"",""MissileHP: 2"",""LRMAmmo: 120""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",50000,"These Missile replace the Explosive Payload with a sensor package that will activate and alert of any Threat within its area of impact. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Sensors_LRM,Generic,LRM,LRM Ammo,true,5,Ammo LRM Sensors,All,1,,1,[],"{""ExplosionDamagePerAmmo"":1,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#BA55D3"",""SkipText"":true}",,,,
All,Ammunition_LRM_STREAK,0,,,120,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""MissileHP: 3"",""LRMAmmo: 120""]}","[{""CategoryID"":""a/m/l/slrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00041""}",20000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Streak_LRM,Generic,Streak LRM,Streak LRM Ammo,true,1,Ammo Streak LRM,All,1,,1,[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#1B801B"",""SkipText"":true}",,,,
All,Ammunition_LRM_STREAK,0,,,60,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""MissileHP: 3"",""LRMAmmo: 60""]}","[{""CategoryID"":""a/m/l/slrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00041""}",20000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Streak_LRM_half,Generic,Streak LRM,Streak LRM Ammo,true,1,Ammo Streak LRM [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#1B801B"",""SkipText"":true}",,,,
All,Ammunition_LRM_Swarm,0,,,120,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""LRMDamage: -50%"",""AreaOfEffect: 30"",""AreaOfEffectDmg: 2"",""DFMissileAcc: -2"",""WpnCrits: -80%"",""MissileHP: 2"",""Swarm"",""NoAA"",""LRMAmmo: 120""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",50000,"The Swarm Missile System carries a Payload of Small Bomblets, instead of a conventional LRM Warhead, that showers a target Area with explosives. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Swarm_LRM,Generic,LRM,LRM Ammo,true,5,Ammo LRM Swarm,All,1,,1,[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#FAF43C"",""SkipText"":true}",,,,
All,Ammunition_LRM_Swarm,0,,,60,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""LRMDamage: -50%"",""AreaOfEffect: 30"",""AreaOfEffectDmg: 2"",""DFMissileAcc: -2"",""WpnCrits: -80%"",""MissileHP: 2"",""Swarm"",""NoAA"",""LRMAmmo: 60""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",30000,"The Swarm Missile System carries a Payload of Small Bomblets, instead of a conventional LRM Warhead, that showers a target Area with explosives. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Swarm_LRM_half,Generic,LRM,LRM Ammo,true,6,Ammo LRM Swarm [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#FAF43C"",""SkipText"":true}",,,,
All,Ammunition_LRM_Swarm_I,0,,,120,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""LRMDamage: -60%"",""AreaOfEffect: 30"",""AreaOfEffectDmg: 3"",""DFMissileAcc: -1"",""WpnCrits: -70%"",""MissileHP: 2"",""Swarmi"",""NoAA"",""LRMAmmo: 120""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",500000,"The Swarm I(mproved) Missile System is based upon the Swarm System Carrying a Larger Payload of Smart bombs that are able to home in on nearby targets. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Swarmi_LRM,Generic,LRM,LRM Ammo,true,5,Ammo LRM Swarm-i,All,1,,1,[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#F7FF00"",""SkipText"":true}",,,,
All,Ammunition_LRM_Swarm_I,0,,,60,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""LRMDamage: -60%"",""AreaOfEffect: 30"",""AreaOfEffectDmg: 3"",""DFMissileAcc: -1"",""WpnCrits: -70%"",""MissileHP: 2"",""Swarmi"",""NoAA"",""LRMAmmo: 60""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",500000,"The Swarm I(mproved) Missile System is based upon the Swarm System Carrying a Larger Payload of Smart bombs that are able to home in on nearby targets. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Swarmi_LRM_half,Generic,LRM,LRM Ammo,true,5,Ammo LRM Swarm-i [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#F7FF00"",""SkipText"":true}",,,,
All,Ammunition_LRM_Tandem,0,,,120,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""ThroughArmorDamage: 2"",""LRMDamage: -90%"",""AmmoJAMFlat: 35%"",""MissileHP: 2"",""LRMAmmo: 120""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000042""}",150000,"In an Attempt to Improve LRM's, Scientists applied a somewhat ancient Technique, remodelling the Warhead into a Shaped Charge, does it loose the Majority of its Destructive Potential for the Ability to Punch through nearly any Armor on the Modern Battlefield.Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Tandem_LRM,RISC,LRM,LRM Ammo,true,9,Ammo LRM Tandem,All,1,,1,[],"{""ExplosionDamagePerAmmo"":3,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#EE82EE"",""SkipText"":true}",,,,
All,Ammunition_LRM_Tandem,0,,,60,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""ThroughArmorDamage: 2"",""LRMDamage: -90%"",""AmmoJAMFlat: 35%"",""MissileHP: 2"",""LRMAmmo: 60""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000042""}",150000,"In an Attempt to Improve LRM's, Scientists applied a somewhat ancient Technique, remodelling the Warhead into a Shaped Charge, does it loose the Majority of its Destructive Potential for the Ability to Punch through nearly any Armor on the Modern Battlefield.Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Tandem_LRM_half,RISC,LRM,LRM Ammo,true,9,Ammo LRM Tandem [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":3,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#EE82EE"",""SkipText"":true}",,,,
All,Ammunition_LRM_Thunder,0,,,120,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""LRMDamage: -70%"",""ThunderMines: 1"",""ThunderRadius: 2"",""ThunderChance: 30%"",""ThunderDamage: 5"",""WpnAccuracy: -5"",""MissileHP: 2"",""Thunder"",""NoAA"",""LRMAmmo: 120""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",50000,"Each Thunder LRM missile contains five small but powerful anti-vehicle and anti-personnel mines which scatter out when fired, packing enough explosive force to damage the legs of many BattleMechs. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Thunder_LRM,Generic,LRM,LRM Ammo,true,5,Ammo LRM Thunder,All,1,,1,[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#BA55D3"",""SkipText"":true}",,,,
All,Ammunition_LRM_Thunder,0,,,60,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""LRMDamage: -70"",""ThunderMines: 1"",""ThunderRadius: 2"",""ThunderChance: 30%"",""ThunderDamage: 5"",""WpnAccuracy: -5"",""MissileHP: 2"",""Thunder"",""NoAA"",""LRMAmmo: 60""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",30000,"Each Thunder LRM missile contains five small but powerful anti-vehicle and anti-personnel mines which scatter out when fired, packing enough explosive force to damage the legs of many BattleMechs. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Thunder_LRM_half,Generic,LRM,LRM Ammo,true,6,Ammo LRM Thunder [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#BA55D3"",""SkipText"":true}",,,,
All,Ammunition_HMG_AP,0,,,100,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""ArmorDmgMod: x2"",""StructureDmgMod: -50%"",""HMGAmmo: 100""]}","[{""CategoryID"":""a/a/o/mg""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000033""}",50000,"Armour Piercing HMG Ammo contains APFSDS, Armor-Piercing Fin-Stabilized discarding Sabot, shell's that can 'Punch through' the toughest hide and hit vital components. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",MachineGun,Ammo_AmmunitionBox_AP_HMG,Generic,HMG [AP],HMG Ammo [AP],true,5,Ammo HMG [AP],All,1,,1,[],"{""ExplosionDamagePerAmmo"":3,""StabilityDamagePerAmmo"":0.75}",,,,,,,
All,Ammunition_LMG_AP,0,,,200,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""ArmorDmgMod: x2"",""StructureDmgMod: -50%"",""LMGAmmo: 200""]}","[{""CategoryID"":""a/a/o/mg""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000031""}",50000,"Armour Piercing LMG Ammo contains APFSDS, Armor-Piercing Fin-Stabilized discarding Sabot, shell's that can 'Punch through' the toughest hide and hit vital components. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",MachineGun,Ammo_AmmunitionBox_AP_LMG,Generic,LMG [AP],LMG Ammo [AP],true,5,Ammo LMG [AP],All,1,,1,[],"{""ExplosionDamagePerAmmo"":1,""StabilityDamagePerAmmo"":0.25}",,,,,,,
All,Ammunition_MG_AP,0,,,200,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""ArmorDmgMod: x2"",""StructureDmgMod: -50%"",""MGAmmo: 200""]}","[{""CategoryID"":""a/a/o/mg""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000032""}",50000,"Armour Piercing MG Ammo contains APFSDS, Armor-Piercing Fin-Stabilized discarding Sabot, shell's that can 'Punch through' the toughest hide and hit vital components. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",MachineGun,Ammo_AmmunitionBox_AP_MG,Generic,MG [AP],MG Ammo [AP],true,5,Ammo MG [AP],All,1,,1,[],"{""ExplosionDamagePerAmmo"":2,""StabilityDamagePerAmmo"":0.5}",,,,,,,
All,Ammunition_HMG,0,,,100,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""HMGAmmo: 100""]}","[{""CategoryID"":""a/a/o/mg""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000033""}",10000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",MachineGun,Ammo_AmmunitionBox_Generic_HMG,Generic,HMG,HMG Ammo,true,1,Ammo HMG,All,1,,1,[],"{""ExplosionDamagePerAmmo"":3,""StabilityDamagePerAmmo"":0.75}",,,,,,,
All,Ammunition_HMG,0,,,250,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""Doubled"",""HMGAmmo: 240""]}","[{""CategoryID"":""a/a/o/mg""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000033""}",30000,"Doubled Ammo Bins replace one ammo bins feeding and storing mechanism to 25% more shots into one location. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",MachineGun,Ammo_AmmunitionBox_Generic_HMG_double,Generic,HMG,HMG Ammo,true,5,Ammo HMG [DBL],All,2,,2,[],"{""ExplosionDamagePerAmmo"":3,""StabilityDamagePerAmmo"":0.75}",,,,,,,
All,Ammunition_HMG,0,,,50,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""HMGAmmo: 50""]}","[{""CategoryID"":""a/a/o/mg""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000033""}",6000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",MachineGun,Ammo_AmmunitionBox_Generic_HMG_half,Generic,HMG,HMG Ammo Half Load,true,2,Ammo HMG [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":3,""StabilityDamagePerAmmo"":0.75}",,,,,,,
All,Ammunition_LMG,0,,,200,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""LMGAmmo: 200""]}","[{""CategoryID"":""a/a/o/mg""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000031""}",10000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",MachineGun,Ammo_AmmunitionBox_Generic_LMG,Generic,LMG,LMG Ammo,true,1,Ammo LMG,All,1,,1,[],"{""ExplosionDamagePerAmmo"":1,""StabilityDamagePerAmmo"":0.25}",,,,,,,
All,Ammunition_LMG,0,,,480,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""Doubled"",""LMGAmmo: 480""]}","[{""CategoryID"":""a/a/o/mg""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000031""}",30000,"Doubled Ammo Bins replace one ammo bins feeding and storing mechanism to 25% more shots into one location. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",MachineGun,Ammo_AmmunitionBox_Generic_LMG_double,Generic,LMG,LMG Ammo,true,5,Ammo LMG [DBL],All,2,,2,[],"{""ExplosionDamagePerAmmo"":1,""StabilityDamagePerAmmo"":0.25}",,,,,,,
All,Ammunition_LMG,0,,,100,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""LMGAmmo: 100""]}","[{""CategoryID"":""a/a/o/mg""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000031""}",6000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",MachineGun,Ammo_AmmunitionBox_Generic_LMG_half,Generic,LMG,LMG Ammo Half Load,true,2,Ammo LMG [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":1,""StabilityDamagePerAmmo"":0.25}",,,,,,,
All,Ammunition_MG,0,,,200,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""MGAmmo: 200""]}","[{""CategoryID"":""a/a/o/mg""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000032""}",10000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Ammo Bins will explode and destroy their installed location when they receive a Critical Hit. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",MachineGun,Ammo_AmmunitionBox_Generic_MG,Generic,MG,MG Ammo,true,1,Ammo MG,All,1,,1,[],"{""ExplosionDamagePerAmmo"":2,""StabilityDamagePerAmmo"":0.5}",,,,,,,
